Air Quality Station EoI Code,Year,NO2,O3,PM10,PM2_5,Altitude,Latitude,Longitude,Station_Type,Station_Area,City,Green_Ratio,Population_Density
IT1037A,2021,24.407,47.901,17.38,12.46,203.0,46.0629,11.1262,Background,Urban,Trento,0.8121492783208608,751.0
IT1037A,2022,21.897,47.88,19.43,14.07,203.0,46.0629,11.1262,Background,Urban,Trento,0.8121492783208608,751.0
IT1037A,2023,22.858,48.875,18.2,12.75,203.0,46.0629,11.1262,Background,Urban,Trento,0.8121492783208608,751.0
IT1037A,2024,21.693,43.301,17.17,11.71,203.0,46.0629,11.1262,Background,Urban,Trento,0.8121492783208608,751.0
IT1043A,2015,21.739,55.217,26.0,17.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2016,21.435,49.304,22.0,14.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2017,21.826,52.696,23.0,13.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2018,17.208,55.13,20.0,13.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2019,18.545,53.042,25.0,11.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2020,16.0,53.375,20.0,10.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2021,16.417,51.708,22.0,11.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2022,15.667,49.125,23.0,13.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2023,14.333,54.542,21.0,12.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1043A,2024,13.042,44.792,20.0,13.0,6.0,44.0625,12.5533,Background,Urban,Rimini,0.7613913816768982,1105.0
IT1048A,2015,24.87,42.174,20.0,12.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2016,13.043,41.609,18.0,11.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2017,18.217,48.87,18.0,11.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2018,17.391,50.0,20.0,12.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2019,18.174,42.333,17.0,10.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2020,12.792,53.875,17.0,9.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2021,15.958,52.0,17.0,9.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2022,14.708,53.792,20.0,10.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2023,15.375,56.25,18.0,10.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1048A,2024,13.833,46.625,16.0,10.0,29.0,44.2192,12.0489,Background,Urban,Forlì,0.8691795299021947,516.0
IT1065A,2015,19.652,54.0,,16.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2016,17.542,51.0,,13.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2017,17.739,55.292,,14.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2018,14.25,60.875,,14.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2019,15.522,55.261,,13.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2020,11.696,56.043,,12.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2021,14.348,59.333,,10.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2022,10.522,60.917,,12.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2023,11.75,52.167,,12.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1065A,2024,12.391,44.217,19.0,10.0,114.0,45.7608,11.7367,Background,Urban,Bassano del Grappa,0.6925114174691718,909.0
IT1078A,2021,30.457,,22.8,13.5,34.0,38.111,13.3503,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1078A,2022,32.564,,23.6,14.3,34.0,38.111,13.3503,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1078A,2023,30.852,,22.5,12.8,34.0,38.111,13.3503,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1078A,2024,29.842,,23.4,12.5,34.0,38.111,13.3503,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1079A,2021,34.792,,25.1,13.2,17.0,38.1244,13.3542,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1079A,2022,41.717,,26.2,13.8,17.0,38.1244,13.3542,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1079A,2023,37.224,,24.6,12.8,17.0,38.1244,13.3542,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1079A,2024,34.542,,25.3,12.5,17.0,38.1244,13.3542,Traffic,Urban,Palermo,0.42830273366861843,3948.0
IT1110A,2015,17.0,48.826,22.0,13.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2016,16.652,48.739,19.0,12.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2017,15.0,48.13,19.0,11.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2018,13.783,54.565,19.0,11.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2019,14.87,55.0,19.0,10.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2020,10.913,55.087,18.0,10.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2021,11.13,52.783,17.0,10.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2022,11.913,51.217,20.0,11.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2023,10.348,51.217,19.0,10.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1110A,2024,9.13,54.043,19.0,10.0,5.0,43.7389,10.4017,Background,Urban,Pisa,0.6826895441220071,484.0
IT1128A,2015,23.083,49.333,28.0,19.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2016,23.542,46.625,26.0,17.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2017,25.458,47.208,31.0,20.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2018,26.208,45.5,27.0,18.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2019,20.25,43.708,23.0,16.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2020,17.542,40.375,23.0,15.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2021,18.792,51.708,23.0,16.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2022,18.542,57.167,29.0,17.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2023,16.875,42.333,22.0,14.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1128A,2024,14.667,41.25,20.0,13.0,257.0,45.1546,7.658,Background,Suburban,Borgaro Torinese,0.6569226995830305,1031.0
IT1130A,2015,33.792,,26.0,19.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2016,29.833,,27.0,17.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2017,29.792,,30.0,18.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2018,30.458,,29.0,17.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2019,26.684,,27.0,16.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2020,20.875,,25.0,14.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2021,25.458,,24.5,17.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2022,23.583,,29.0,17.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2023,21.095,,28.0,17.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1130A,2024,17.0,,25.0,14.0,202.0,45.1432,7.7782,Traffic,Urban,Settimo Torinese,0.5365988536757583,1468.0
IT1137A,2015,,,,12.599,2.0,45.6572,13.7722,Traffic,Urban,Trieste,0.5602666717311581,2350.0
IT1137A,2016,,,,11.56,2.0,45.6572,13.7722,Traffic,Urban,Trieste,0.5602666717311581,2350.0
IT1143A,2015,38.633,,23.53,13.82,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2016,29.534,,21.06,11.74,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2017,26.028,,21.44,11.36,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2018,25.078,,22.86,12.51,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2019,21.575,,23.1,12.0,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2020,18.655,,20.7,10.6,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2021,20.295,,24.3,11.1,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2022,23.73,,25.4,12.3,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2023,19.845,,20.0,10.3,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1143A,2024,16.98,,16.7,7.5,0.0,44.2725,8.4389,Traffic,Urban,Vado Ligure,0.8324157607389575,335.0
IT1144A,2015,16.39,62.324,22.27,12.18,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2016,16.619,66.448,20.47,11.08,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2017,15.881,64.726,20.89,11.08,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2018,14.856,67.624,19.23,10.23,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2019,16.357,66.681,20.08,10.79,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2020,12.178,64.918,17.2,8.6,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2021,12.202,63.615,19.3,9.3,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2022,13.267,61.776,20.3,9.1,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2023,11.301,67.687,16.7,8.3,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1144A,2024,10.432,64.778,15.7,7.8,16.0,44.2871,8.4317,Industrial,Suburban,Quiliano,0.9451562807107808,139.0
IT1145A,2020,21.205,,15.5,9.896,12.0,44.3127,8.4729,Traffic,Urban,Savona,0.8757986702946946,890.0
IT1145A,2021,24.314,,14.579,9.636,12.0,44.3127,8.4729,Traffic,Urban,Savona,0.8757986702946946,890.0
IT1145A,2022,22.736,,15.229,9.709,12.0,44.3127,8.4729,Traffic,Urban,Savona,0.8757986702946946,890.0
IT1145A,2023,19.621,,15.467,9.99,12.0,44.3127,8.4729,Traffic,Urban,Savona,0.8757986702946946,890.0
IT1145A,2024,18.256,,14.775,9.533,12.0,44.3127,8.4729,Traffic,Urban,Savona,0.8757986702946946,890.0
IT1153A,2015,27.179,,31.538,21.222,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2016,24.254,,31.018,18.85,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2017,28.213,,31.871,17.689,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2018,24.988,,28.68,16.659,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2019,26.305,,27.685,13.996,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2020,21.714,,27.47,17.187,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2021,22.74,,26.221,16.584,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2022,21.151,,29.944,16.628,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2023,20.449,,26.924,16.548,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1153A,2024,21.474,,26.7,16.6,45.0,45.1328,10.0167,Traffic,Urban,Cremona,0.7003144018207861,1014.0
IT1159A,2015,61.957,,24.0,15.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2016,53.826,,21.0,14.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2017,45.261,,22.0,13.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2018,48.045,,23.0,15.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2019,45.913,,22.0,12.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2020,38.292,,20.0,12.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2021,42.542,,21.0,12.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2022,37.333,,23.0,13.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2023,42.917,,21.0,11.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1159A,2024,28.333,,21.0,10.0,54.0,44.4997,11.3283,Traffic,Urban,Bologna,0.5554967636670828,2766.0
IT1166A,2022,,50.826,17.125,13.0,316.0,46.4019,13.0111,Background,Urban,Tolmezzo,0.9366068743620984,150.0
IT1166A,2023,,52.609,14.0,9.0,316.0,46.4019,13.0111,Background,Urban,Tolmezzo,0.9366068743620984,150.0
IT1166A,2024,,52.043,15.0,10.0,316.0,46.4019,13.0111,Background,Urban,Tolmezzo,0.9366068743620984,150.0
IT1170A,2022,,54.652,15.271,12.0,100.0,46.0351,13.2253,Background,Suburban,Udine,0.4743298912697118,1721.0
IT1170A,2023,,55.174,14.0,10.0,100.0,46.0351,13.2253,Background,Suburban,Udine,0.4743298912697118,1721.0
IT1170A,2024,,53.783,15.0,10.0,100.0,46.0351,13.2253,Background,Suburban,Udine,0.4743298912697118,1721.0
IT1177A,2015,30.045,40.417,37.0,23.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2016,27.583,40.696,27.0,17.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2017,30.5,37.217,26.0,19.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2018,29.083,43.435,26.0,19.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2019,27.913,40.292,26.0,19.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2020,23.875,48.292,24.0,18.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2021,21.783,49.913,23.0,17.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2022,18.667,47.13,26.0,17.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2023,11.792,44.87,22.0,15.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1177A,2024,14.792,42.304,23.0,14.0,36.0,45.5606,11.5397,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1179A,2015,10.87,59.348,24.0,17.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2016,8.609,60.826,21.0,14.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2017,9.696,57.609,22.0,16.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2018,8.826,58.391,23.0,15.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2019,9.125,57.348,20.0,14.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2020,8.083,52.348,16.0,9.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2021,8.75,55.667,17.0,10.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2022,9.542,57.5,20.0,11.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2023,6.542,55.75,18.0,10.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1179A,2024,5.292,47.5,17.0,9.0,-2.0,44.8397,11.9611,Background,Rural,Jolanda di Savoia,0.9823838672870968,24.0
IT1180A,2018,22.748,50.843,23.0,15.0,290.0,43.1031,12.3661,Background,Urban,Perugia,0.8763448364149111,363.0
IT1180A,2019,16.8,52.136,22.3,14.3,290.0,43.1031,12.3661,Background,Urban,Perugia,0.8763448364149111,363.0
IT1180A,2020,13.017,50.913,15.0,9.0,290.0,43.1031,12.3661,Background,Urban,Perugia,0.8763448364149111,363.0
IT1180A,2021,9.909,53.85,15.0,8.0,290.0,43.1031,12.3661,Background,Urban,Perugia,0.8763448364149111,363.0
IT1180A,2022,7.552,52.517,17.0,10.0,290.0,43.1031,12.3661,Background,Urban,Perugia,0.8763448364149111,363.0
IT1180A,2023,8.971,51.046,17.0,10.0,290.0,43.1031,12.3661,Background,Urban,Perugia,0.8763448364149111,363.0
IT1180A,2024,12.279,58.992,19.0,12.0,290.0,43.1031,12.3661,Background,Urban,Perugia,0.8763448364149111,363.0
IT1182A,2018,17.274,,17.0,11.0,197.0,43.0889,12.4419,Traffic,Urban,Perugia,0.8763448364149111,363.0
IT1182A,2019,19.008,,17.6,11.4,197.0,43.0889,12.4419,Traffic,Urban,Perugia,0.8763448364149111,363.0
IT1182A,2020,17.461,,16.0,8.0,197.0,43.0889,12.4419,Traffic,Urban,Perugia,0.8763448364149111,363.0
IT1182A,2021,14.313,,16.0,8.0,197.0,43.0889,12.4419,Traffic,Urban,Perugia,0.8763448364149111,363.0
IT1182A,2022,13.579,,20.0,12.0,197.0,43.0889,12.4419,Traffic,Urban,Perugia,0.8763448364149111,363.0
IT1182A,2023,15.596,,15.0,10.0,197.0,43.0889,12.4419,Traffic,Urban,Perugia,0.8763448364149111,363.0
IT1182A,2024,14.779,,14.0,8.0,197.0,43.0889,12.4419,Traffic,Urban,Perugia,0.8763448364149111,363.0
IT1183A,2015,37.739,,26.0,15.0,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2016,36.826,,25.0,19.0,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2017,37.217,,18.0,11.0,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2018,33.174,,17.0,11.0,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2019,36.13,,24.0,14.0,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2020,25.609,,24.0,14.0,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2021,31.177,,23.7,16.0,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2022,29.599,,24.8,16.5,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2023,28.158,,24.8,14.5,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1183A,2024,27.334,,24.8,13.8,39.0,41.4885,13.8307,Traffic,Urban,Cassino,0.9035904589634337,419.0
IT1184A,2015,28.174,,22.0,12.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2016,22.905,,21.0,11.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2017,25.955,,20.0,12.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2018,24.522,,21.0,10.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2019,22.783,,20.0,11.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2020,19.304,,19.0,9.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2021,23.012,,19.1,9.8,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2022,20.386,,20.6,10.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2023,21.481,,18.4,9.0,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1184A,2024,24.68,,19.3,7.3,15.0,41.5314,12.9466,Background,Suburban,Latina,0.8666186779008985,459.0
IT1186A,2015,26.783,,24.0,14.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2016,25.522,,22.0,12.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2017,24.348,,23.0,13.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2018,22.087,,20.0,12.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2019,21.261,,21.0,11.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2020,17.957,,21.0,11.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2021,18.348,,22.0,11.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2022,18.609,,22.0,11.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2023,15.87,,21.0,10.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1186A,2024,14.565,,22.0,11.0,3.0,43.8839,10.245,Background,Urban,Viareggio,0.49056140566523554,1866.0
IT1187A,2015,26.87,,24.0,16.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2016,23.261,,21.0,14.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2017,20.652,,21.0,13.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2018,20.696,,22.0,15.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2019,19.13,,20.0,12.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2020,15.522,,19.0,13.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2021,16.87,,22.0,13.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2022,16.087,,23.0,14.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2023,12.913,,21.0,12.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1187A,2024,12.792,,21.0,12.0,10.0,43.8408,10.5739,Background,Urban,Capannori,0.8799061733149467,300.0
IT1204A,2015,17.625,51.652,24.0,14.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2016,16.042,55.478,21.0,13.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2017,15.0,58.435,22.0,14.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2018,14.87,58.565,23.0,16.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2019,16.208,57.0,22.0,14.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2020,14.5,61.696,19.0,13.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2021,15.292,56.739,18.0,11.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2022,14.174,57.391,22.0,12.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2023,12.417,58.583,19.0,11.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1204A,2024,12.333,55.875,19.0,10.0,4.0,44.42,12.2256,Background,Urban,Ravenna,0.8324997612267996,239.0
IT1215A,2015,33.609,,28.0,21.0,7.0,45.0747,11.7833,Traffic,Urban,Rovigo,0.8075258915438996,461.0
IT1215A,2016,24.217,,23.0,16.0,7.0,45.0747,11.7833,Traffic,Urban,Rovigo,0.8075258915438996,461.0
IT1215A,2017,24.348,,27.0,18.0,7.0,45.0747,11.7833,Traffic,Urban,Rovigo,0.8075258915438996,461.0
IT1215A,2018,28.087,,26.0,19.0,7.0,45.0747,11.7833,Traffic,Urban,Rovigo,0.8075258915438996,461.0
IT1215A,2019,28.217,,26.0,16.0,7.0,45.0747,11.7833,Traffic,Urban,Rovigo,0.8075258915438996,461.0
IT1215A,2020,21.87,,24.0,14.0,7.0,45.0747,11.7833,Traffic,Urban,Rovigo,0.8075258915438996,461.0
