Air Quality Station EoI Code,Year,NO2,O3,PM10,PM2_5,Altitude,Latitude,Longitude,Station_Type,Station_Area,City,Green_Ratio,Population_Density
IT1827A,2018,14.708,65.588,23.475,10.765,100.0,43.6117,13.5086,Background,Urban,Ancona,0.818159125892093,797.0
IT1827A,2019,17.461,64.458,18.1,11.629,100.0,43.6117,13.5086,Background,Urban,Ancona,0.818159125892093,797.0
IT1827A,2020,11.625,58.95,17.0,9.826,100.0,43.6117,13.5086,Background,Urban,Ancona,0.818159125892093,797.0
IT1827A,2021,8.633,67.213,16.6,9.392,100.0,43.6117,13.5086,Background,Urban,Ancona,0.818159125892093,797.0
IT1827A,2022,13.454,72.173,19.0,12.15,100.0,43.6117,13.5086,Background,Urban,Ancona,0.818159125892093,797.0
IT1827A,2023,12.963,64.558,17.8,10.514,100.0,43.6117,13.5086,Background,Urban,Ancona,0.818159125892093,797.0
IT1827A,2024,12.245,69.714,19.6,11.921,100.0,43.6117,13.5086,Background,Urban,Ancona,0.818159125892093,797.0
IT1830A,2015,16.083,44.292,27.0,17.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2016,17.667,51.208,21.0,15.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2017,32.5,44.957,28.0,17.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2018,23.542,54.083,29.0,18.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2019,21.667,52.25,23.0,15.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2020,16.75,53.083,21.0,13.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2021,17.476,57.5,24.0,14.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2022,18.167,56.208,25.0,15.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2023,16.208,48.818,24.0,13.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1830A,2024,16.417,47.458,20.0,14.0,91.0,44.9203,8.6232,Background,Urban,Alessandria,0.8443209994410374,455.0
IT1836A,2015,44.957,40.708,25.0,14.0,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2016,46.348,33.542,24.0,12.0,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2017,45.957,38.958,22.0,12.0,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2018,40.13,38.333,22.0,12.0,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2019,36.696,42.417,22.0,11.0,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2020,28.696,48.667,19.0,10.0,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2021,30.008,52.053,21.4,9.9,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2022,30.769,50.594,20.6,11.1,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2023,28.344,46.847,21.0,10.5,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1836A,2024,26.828,39.285,22.1,10.1,24.0,41.9064,12.4476,Background,Urban,Roma,0.6714880449041739,2141.0
IT1842A,2023,5.008,89.7,11.542,4.9,1000.0,42.9006,13.3367,Background,Rural,Montemonaco,0.9928355272626839,8.0
IT1842A,2024,3.347,86.725,14.617,4.2,1000.0,42.9006,13.3367,Background,Rural,Montemonaco,0.9928355272626839,8.0
IT1843A,2023,20.121,62.654,14.7,7.7,150.0,42.8486,13.6194,Background,Urban,Ascoli Piceno,0.9149586323424165,286.0
IT1843A,2024,18.948,55.225,11.8,8.3,150.0,42.8486,13.6194,Background,Urban,Ascoli Piceno,0.9149586323424165,286.0
IT1856A,2017,11.0,63.609,15.0,9.0,673.0,42.3642,13.3831,Background,Urban,L'Aquila,0.943121807271748,
IT1856A,2019,15.855,59.32,13.8,8.6,673.0,42.3642,13.3831,Background,Urban,L'Aquila,0.943121807271748,
IT1856A,2020,10.323,62.993,13.4,8.5,673.0,42.3642,13.3831,Background,Urban,L'Aquila,0.943121807271748,
IT1856A,2021,12.196,61.467,12.9,8.5,673.0,42.3642,13.3831,Background,Urban,L'Aquila,0.943121807271748,
IT1856A,2022,14.505,56.19,15.7,9.5,673.0,42.3642,13.3831,Background,Urban,L'Aquila,0.943121807271748,
IT1856A,2023,10.762,56.579,12.6,8.4,673.0,42.3642,13.3831,Background,Urban,L'Aquila,0.943121807271748,
IT1856A,2024,11.151,64.598,13.6,8.0,673.0,42.3642,13.3831,Background,Urban,L'Aquila,0.943121807271748,
IT1860A,2018,26.091,,15.0,9.0,319.0,42.7397,12.7372,Background,Urban,Spoleto,0.9631072821393323,104.0
IT1860A,2019,31.8,,14.5,9.1,319.0,42.7397,12.7372,Background,Urban,Spoleto,0.9631072821393323,104.0
IT1860A,2020,18.979,,14.0,9.0,319.0,42.7397,12.7372,Background,Urban,Spoleto,0.9631072821393323,104.0
IT1860A,2021,20.452,,14.0,8.0,319.0,42.7397,12.7372,Background,Urban,Spoleto,0.9631072821393323,104.0
IT1860A,2022,35.37,,17.0,10.0,319.0,42.7397,12.7372,Background,Urban,Spoleto,0.9631072821393323,104.0
IT1860A,2023,22.509,,16.0,9.0,319.0,42.7397,12.7372,Background,Urban,Spoleto,0.9631072821393323,104.0
IT1860A,2024,15.613,,11.0,7.0,319.0,42.7397,12.7372,Background,Urban,Spoleto,0.9631072821393323,104.0
IT1863A,2015,8.097,72.371,9.0,12.0,954.0,41.7594,14.2089,Background,Rural,Vastogirardi,0.9951404909290553,10.0
IT1863A,2016,4.278,68.23,7.5,5.0,954.0,41.7594,14.2089,Background,Rural,Vastogirardi,0.9951404909290553,10.0
IT1863A,2017,5.838,71.657,9.5,4.0,954.0,41.7594,14.2089,Background,Rural,Vastogirardi,0.9951404909290553,10.0
IT1863A,2023,13.145,53.94,11.0,8.0,954.0,41.7594,14.2089,Background,Rural,Vastogirardi,0.9951404909290553,10.0
IT1863A,2024,9.636,53.14,11.0,6.0,954.0,41.7594,14.2089,Background,Rural,Vastogirardi,0.9951404909290553,10.0
IT1865A,2015,12.908,50.822,33.3,23.7,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2016,15.704,51.513,29.0,19.2,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2017,14.097,54.043,31.1,21.2,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2019,13.718,56.399,25.6,16.3,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2020,15.601,56.702,25.9,15.8,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2021,13.646,50.221,24.1,15.6,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2022,12.46,62.195,27.9,15.8,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2023,10.134,58.099,24.9,14.4,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1865A,2024,10.13,50.749,26.3,16.0,16.0,44.9969,11.0708,Background,Rural,Schivenoglia,0.961855008960621,83.0
IT1868A,2015,17.984,49.839,30.16,22.119,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2016,18.468,48.839,25.863,17.462,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2017,22.248,58.197,27.716,18.787,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2018,22.618,54.994,23.53,17.145,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2019,21.418,52.524,24.847,13.321,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2020,19.651,48.674,22.825,13.528,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2021,16.723,49.995,22.136,13.136,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2022,17.271,54.563,26.712,15.114,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2023,16.904,54.183,21.987,11.995,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1868A,2024,15.339,49.197,22.249,10.641,22.0,45.1606,10.7956,Background,Urban,Mantova,0.5431692216939167,768.0
IT1871A,2015,21.13,57.609,30.0,16.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2016,19.762,54.391,21.0,12.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2017,23.292,53.609,23.0,12.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2018,19.0,54.043,26.0,13.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2019,19.217,55.174,21.0,12.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2020,18.217,57.739,20.0,10.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2021,16.957,61.957,18.0,10.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2022,16.556,61.913,22.0,11.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2023,14.0,60.522,24.0,16.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1871A,2024,13.478,54.391,23.0,15.0,12.0,45.2267,11.6658,Industrial,Suburban,Este,0.7995108256245337,490.0
IT1874A,2022,16.876,,28.437,20.001,6.0,45.2811,8.7547,Industrial,Urban,Parona,0.8343739268368818,192.0
IT1874A,2023,13.5,,22.763,13.55,6.0,45.2811,8.7547,Industrial,Urban,Parona,0.8343739268368818,192.0
IT1874A,2024,13.417,,19.982,14.6,6.0,45.2811,8.7547,Industrial,Urban,Parona,0.8343739268368818,192.0
IT1876A,2015,18.251,47.95,26.603,18.4,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2016,17.875,53.427,23.048,14.1,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2017,19.59,57.207,24.752,16.7,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2019,18.549,53.889,20.419,14.2,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2020,17.111,57.32,21.351,14.5,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2021,14.894,58.123,21.611,14.9,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2022,16.123,63.364,24.43,13.7,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2023,13.775,61.209,16.563,11.8,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1876A,2024,11.779,57.024,17.499,8.0,273.0,45.6833,9.4667,Background,Suburban,Calusco d'Adda,0.5950430799789362,
IT1877A,2015,40.125,35.292,27.0,19.75,260.0,45.0419,7.6259,Background,Urban,Torino,0.2272830473160316,6513.0
IT1877A,2016,31.167,34.333,24.0,17.083,260.0,45.0419,7.6259,Background,Urban,Torino,0.2272830473160316,6513.0
IT1877A,2017,33.833,41.083,27.0,19.375,260.0,45.0419,7.6259,Background,Urban,Torino,0.2272830473160316,6513.0
IT1877A,2018,30.417,36.542,25.0,17.542,260.0,45.0419,7.6259,Background,Urban,Torino,0.2272830473160316,6513.0
IT1877A,2022,25.417,53.167,27.0,17.0,260.0,45.0419,7.6259,Background,Urban,Torino,0.2272830473160316,6513.0
IT1877A,2023,24.583,47.583,22.0,11.542,260.0,45.0419,7.6259,Background,Urban,Torino,0.2272830473160316,6513.0
IT1877A,2024,23.417,35.667,17.0,12.833,260.0,45.0419,7.6259,Background,Urban,Torino,0.2272830473160316,6513.0
IT1878A,2015,19.375,53.583,24.0,19.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2016,17.75,50.375,20.0,13.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2017,14.167,39.792,24.0,14.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2018,19.417,40.083,21.0,14.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2019,14.714,45.0,23.0,14.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2020,9.458,51.333,21.0,12.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2021,12.625,57.75,20.0,12.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2022,10.833,63.792,22.0,13.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2023,12.417,56.083,20.0,12.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1878A,2024,12.458,54.917,18.0,11.0,131.0,45.3189,8.4024,Background,Suburban,Vercelli,0.819496434536947,576.0
IT1883A,2015,16.29,72.131,18.36,11.16,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2016,15.396,71.565,17.15,10.68,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2017,15.868,74.519,18.39,11.87,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2018,13.078,78.029,18.42,12.34,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2019,12.308,80.185,14.8,8.3,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2020,11.401,72.551,15.3,7.9,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2021,9.439,68.319,15.5,7.5,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2022,11.577,73.295,15.9,8.0,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2023,10.589,76.063,15.0,7.4,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1883A,2024,10.568,66.406,14.1,7.2,55.0,44.3154,8.4854,Background,Urban,Savona,0.8757986702946946,890.0
IT1890A,2018,2.703,90.368,12.0,6.8,925.0,37.5641,14.2815,Background,Urban,Enna,0.9757167692887279,70.0
IT1890A,2019,5.206,93.741,12.5,6.5,925.0,37.5641,14.2815,Background,Urban,Enna,0.9757167692887279,70.0
IT1890A,2020,3.906,88.249,11.9,6.1,925.0,37.5641,14.2815,Background,Urban,Enna,0.9757167692887279,70.0
IT1890A,2021,3.854,89.606,13.0,6.2,925.0,37.5641,14.2815,Background,Urban,Enna,0.9757167692887279,70.0
IT1890A,2022,3.858,92.518,12.8,7.2,925.0,37.5641,14.2815,Background,Urban,Enna,0.9757167692887279,70.0
IT1890A,2023,3.759,93.604,12.4,7.1,925.0,37.5641,14.2815,Background,Urban,Enna,0.9757167692887279,70.0
IT1890A,2024,3.56,91.861,11.5,6.1,925.0,37.5641,14.2815,Background,Urban,Enna,0.9757167692887279,70.0
IT1894A,2019,,,18.1,9.2,412.0,42.9922,13.7847,Background,Rural,Ripatransone,0.9889674861587021,56.0
IT1894A,2020,,,17.7,10.0,412.0,42.9922,13.7847,Background,Rural,Ripatransone,0.9889674861587021,56.0
IT1894A,2021,,,14.7,7.53,412.0,42.9922,13.7847,Background,Rural,Ripatransone,0.9889674861587021,56.0
IT1894A,2022,,,15.3,8.129,412.0,42.9922,13.7847,Background,Rural,Ripatransone,0.9889674861587021,56.0
IT1894A,2023,,,15.8,7.029,412.0,42.9922,13.7847,Background,Rural,Ripatransone,0.9889674861587021,56.0
IT1894A,2024,,,15.0,6.783,412.0,42.9922,13.7847,Background,Rural,Ripatransone,0.9889674861587021,56.0
IT1899A,2018,13.098,60.293,20.3,12.0,160.0,37.5157,15.0108,Background,Urban,Misterbianco,0.6800686412092202,1254.0
IT1899A,2019,20.847,64.722,20.7,11.7,160.0,37.5157,15.0108,Background,Urban,Misterbianco,0.6800686412092202,1254.0
IT1899A,2020,17.422,57.973,19.5,11.6,160.0,37.5157,15.0108,Background,Urban,Misterbianco,0.6800686412092202,1254.0
IT1899A,2021,19.066,59.287,21.2,11.7,160.0,37.5157,15.0108,Background,Urban,Misterbianco,0.6800686412092202,1254.0
IT1899A,2022,19.941,65.652,20.5,11.9,160.0,37.5157,15.0108,Background,Urban,Misterbianco,0.6800686412092202,1254.0
IT1899A,2023,20.563,61.017,21.1,12.3,160.0,37.5157,15.0108,Background,Urban,Misterbianco,0.6800686412092202,1254.0
IT1899A,2024,19.173,62.89,21.3,11.6,160.0,37.5157,15.0108,Background,Urban,Misterbianco,0.6800686412092202,1254.0
IT1900A,2018,28.135,,20.0,14.0,234.0,42.9517,12.7078,Traffic,Urban,Foligno,0.9239276275242398,210.0
IT1900A,2019,18.514,,20.0,13.3,234.0,42.9517,12.7078,Traffic,Urban,Foligno,0.9239276275242398,210.0
IT1900A,2020,15.6,,21.0,14.0,234.0,42.9517,12.7078,Traffic,Urban,Foligno,0.9239276275242398,210.0
IT1900A,2021,15.609,,20.0,12.0,234.0,42.9517,12.7078,Traffic,Urban,Foligno,0.9239276275242398,210.0
IT1900A,2022,20.217,,21.0,13.0,234.0,42.9517,12.7078,Traffic,Urban,Foligno,0.9239276275242398,210.0
IT1900A,2023,17.961,,20.0,13.0,234.0,42.9517,12.7078,Traffic,Urban,Foligno,0.9239276275242398,210.0
IT1900A,2024,18.471,,13.0,8.0,234.0,42.9517,12.7078,Traffic,Urban,Foligno,0.9239276275242398,210.0
IT1901A,2018,11.296,61.039,19.0,10.0,498.0,43.3528,12.5764,Traffic,Urban,Gubbio,0.9824778429459825,58.0
IT1901A,2019,13.531,57.062,18.8,9.21,498.0,43.3528,12.5764,Traffic,Urban,Gubbio,0.9824778429459825,58.0
IT1901A,2020,15.878,50.73,18.0,10.0,498.0,43.3528,12.5764,Traffic,Urban,Gubbio,0.9824778429459825,58.0
IT1901A,2021,9.822,,17.0,7.0,498.0,43.3528,12.5764,Traffic,Urban,Gubbio,0.9824778429459825,58.0
IT1901A,2022,13.387,,20.0,11.0,498.0,43.3528,12.5764,Traffic,Urban,Gubbio,0.9824778429459825,58.0
IT1901A,2023,10.517,,13.0,8.0,498.0,43.3528,12.5764,Traffic,Urban,Gubbio,0.9824778429459825,58.0
IT1901A,2024,16.463,,20.0,14.0,498.0,43.3528,12.5764,Traffic,Urban,Gubbio,0.9824778429459825,58.0
IT1902A,2018,7.652,73.07,15.0,10.0,209.0,43.0669,12.4681,Background,Rural,Torgiano,0.8928244106024497,173.0
IT1902A,2019,13.0,67.085,14.5,8.87,209.0,43.0669,12.4681,Background,Rural,Torgiano,0.8928244106024497,173.0
IT1902A,2020,4.987,63.53,13.0,10.0,209.0,43.0669,12.4681,Background,Rural,Torgiano,0.8928244106024497,173.0
IT1902A,2021,8.13,57.765,13.0,8.0,209.0,43.0669,12.4681,Background,Rural,Torgiano,0.8928244106024497,173.0
IT1902A,2022,4.774,60.704,15.0,9.0,209.0,43.0669,12.4681,Background,Rural,Torgiano,0.8928244106024497,173.0
IT1902A,2023,4.988,62.038,15.0,9.0,209.0,43.0669,12.4681,Background,Rural,Torgiano,0.8928244106024497,173.0
IT1902A,2024,7.192,54.1,15.0,9.0,209.0,43.0669,12.4681,Background,Rural,Torgiano,0.8928244106024497,173.0
IT1904A,2015,9.875,72.0,12.0,8.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2016,9.0,70.417,11.0,7.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2017,8.583,85.783,12.0,9.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2018,8.0,78.083,13.0,9.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2019,8.042,86.083,10.0,7.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2020,7.542,85.625,10.0,6.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2021,7.208,78.75,11.0,7.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2022,7.5,84.25,11.0,8.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2023,3.333,80.75,10.0,7.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1904A,2024,3.625,77.5,9.0,6.0,620.0,44.7633,9.0524,Background,Rural,Dernice,1.0000000000000016,10.0
IT1905A,2018,26.87,41.696,25.0,18.0,33.0,45.5319,11.5219,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1905A,2020,,,,15.0,33.0,45.5319,11.5219,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1905A,2021,23.0,44.435,26.0,15.0,33.0,45.5319,11.5219,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1905A,2022,23.565,43.696,29.0,18.0,33.0,45.5319,11.5219,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1905A,2023,21.304,43.174,25.0,18.0,33.0,45.5319,11.5219,Background,Urban,Vicenza,0.6551948483248939,1365.0
IT1906A,2015,46.609,40.5,27.0,14.0,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2016,44.565,36.792,24.0,14.0,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2017,42.783,43.917,22.0,12.0,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2018,37.652,39.087,24.0,12.0,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2019,40.826,43.208,22.0,12.0,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2020,25.783,40.167,23.0,10.0,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2021,29.459,38.169,20.161,9.992,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2022,30.895,37.34,21.261,13.073,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2023,31.69,36.079,19.306,10.139,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1906A,2024,27.588,35.001,21.383,11.743,17.0,41.894,12.4754,Background,Urban,Roma,0.6714880449041739,2141.0
IT1908A,2015,23.478,48.913,23.0,14.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2016,22.174,43.435,21.0,12.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2017,16.435,51.348,21.0,13.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2018,18.13,56.913,21.0,12.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2019,20.375,40.25,21.0,11.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2020,14.083,53.083,19.0,10.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2021,16.458,52.583,19.0,12.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2022,15.333,48.875,24.0,12.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2023,16.0,56.5,19.0,10.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1908A,2024,14.792,53.375,17.0,10.0,32.0,44.0958,12.4025,Background,Suburban,Savignano sul Rubicone,0.8372824535668465,788.0
IT1911A,2015,10.783,56.261,19.0,12.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2016,13.652,52.261,18.0,12.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2017,10.95,64.217,19.0,12.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2018,10.458,63.391,18.0,11.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2019,9.792,60.625,16.0,10.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2020,6.75,56.417,16.0,11.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2021,9.167,60.708,17.0,9.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2022,9.667,63.042,19.0,9.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2023,7.625,66.708,17.0,9.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1911A,2024,6.708,55.083,16.0,8.0,202.0,44.6575,10.2889,Background,Rural,Langhirano,0.9563853228944497,154.0
IT1914A,2015,15.708,48.958,29.0,18.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2016,14.417,48.792,24.0,16.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2017,16.125,47.0,27.0,18.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2018,14.583,52.417,27.0,15.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2019,13.583,52.458,25.0,15.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2020,12.292,51.167,24.0,14.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2021,11.667,49.042,23.0,13.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2022,13.542,51.0,26.0,14.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2023,14.625,53.208,24.0,13.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1914A,2024,11.083,49.667,22.0,12.0,22.0,44.8731,10.6639,Background,Rural,Guastalla,0.8977279200698469,276.0
IT1915A,2015,7.261,81.348,,11.0,165.0,43.9328,12.6275,Background,Rural,San Clemente,0.9671995378647764,284.0
