"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Italy","2020","Total","Both Sexes","Genova","City proper","Estimate - de jure","Final figure, complete","2021","566081",""
"Italy","2020","Total","Both Sexes","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2021","120470",""
"Italy","2020","Total","Both Sexes","Latina","City proper","Estimate - de jure","Final figure, complete","2021","127298.5",""
"Italy","2020","Total","Both Sexes","Livorno","City proper","Estimate - de jure","Final figure, complete","2021","156193.5",""
"Italy","2020","Total","Both Sexes","Messina","City proper","Estimate - de jure","Final figure, complete","2021","224876.5",""
"Italy","2020","Total","Both Sexes","Milano","City proper","Estimate - de jure","Final figure, complete","2021","1390412",""
"Italy","2020","Total","Both Sexes","Modena","City proper","Estimate - de jure","Final figure, complete","2021","187713.5",""
"Italy","2020","Total","Both Sexes","Monza","City proper","Estimate - de jure","Final figure, complete","2021","123681",""
"Italy","2020","Total","Both Sexes","Napoli","City proper","Estimate - de jure","Final figure, complete","2021","935472",""
"Italy","2020","Total","Both Sexes","Novara","City proper","Estimate - de jure","Final figure, complete","2021","102756",""
"Italy","2020","Total","Both Sexes","Padova","City proper","Estimate - de jure","Final figure, complete","2021","209903.5",""
"Italy","2020","Total","Both Sexes","Palermo","City proper","Estimate - de jure","Final figure, complete","2021","642653.5",""
"Italy","2020","Total","Both Sexes","Parma","City proper","Estimate - de jure","Final figure, complete","2021","198226.5",""
"Italy","2020","Total","Both Sexes","Perugia","City proper","Estimate - de jure","Final figure, complete","2021","164800.5",""
"Italy","2020","Total","Both Sexes","Pescara","City proper","Estimate - de jure","Final figure, complete","2021","119314",""
"Italy","2020","Total","Both Sexes","Piacenza","City proper","Estimate - de jure","Final figure, complete","2021","103495.5",""
"Italy","2020","Total","Both Sexes","Prato","City proper","Estimate - de jure","Final figure, complete","2021","197816.5",""
"Italy","2020","Total","Both Sexes","Ravenna","City proper","Estimate - de jure","Final figure, complete","2021","157355",""
"Italy","2020","Total","Both Sexes","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2021","173955.5",""
"Italy","2020","Total","Both Sexes","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2021","170842.5",""
"Italy","2020","Total","Both Sexes","Rimini","City proper","Estimate - de jure","Final figure, complete","2021","149787.5",""
"Italy","2020","Total","Both Sexes","ROMA","City proper","Estimate - de jure","Final figure, complete","2021","2789259.5",""
"Italy","2020","Total","Both Sexes","Salerno","City proper","Estimate - de jure","Final figure, complete","2021","130381",""
"Italy","2020","Total","Both Sexes","Sassari","City proper","Estimate - de jure","Final figure, complete","2021","123889.5",""
"Italy","2020","Total","Both Sexes","Siracusa","City proper","Estimate - de jure","Final figure, complete","2021","118054.5",""
"Italy","2020","Total","Both Sexes","Taranto","City proper","Estimate - de jure","Final figure, complete","2021","190883.5",""
"Italy","2020","Total","Both Sexes","Terni","City proper","Estimate - de jure","Final figure, complete","2021","108992.5",""
"Italy","2020","Total","Both Sexes","Torino","City proper","Estimate - de jure","Final figure, complete","2021","858057.5",""
"Italy","2020","Total","Both Sexes","Trento","City proper","Estimate - de jure","Final figure, complete","2021","119760",""
"Italy","2020","Total","Both Sexes","Trieste","City proper","Estimate - de jure","Final figure, complete","2021","201111",""
"Italy","2020","Total","Both Sexes","Venezia","City proper","Estimate - de jure","Final figure, complete","2021","257384",""
"Italy","2020","Total","Both Sexes","Verona","City proper","Estimate - de jure","Final figure, complete","2021","258559",""
"Italy","2020","Total","Both Sexes","Vicenza","City proper","Estimate - de jure","Final figure, complete","2021","110484",""
"Italy","2020","Total","Male","Bari","City proper","Estimate - de jure","Final figure, complete","2021","151874.5",""
"Italy","2020","Total","Male","Bergamo","City proper","Estimate - de jure","Final figure, complete","2021","56990.5",""
"Italy","2020","Total","Male","Bologna","City proper","Estimate - de jure","Final figure, complete","2021","186427.5",""
"Italy","2020","Total","Male","Bolzano","City proper","Estimate - de jure","Final figure, complete","2021","51840",""
"Italy","2020","Total","Male","Brescia","City proper","Estimate - de jure","Final figure, complete","2021","94020",""
"Italy","2020","Total","Male","Cagliari","City proper","Estimate - de jure","Final figure, complete","2021","69887",""
"Italy","2020","Total","Male","Catania","City proper","Estimate - de jure","Final figure, complete","2021","142932.5",""
"Italy","2020","Total","Male","Ferrara","City proper","Estimate - de jure","Final figure, complete","2021","62627.5",""
"Italy","2020","Total","Male","Firenze","City proper","Estimate - de jure","Final figure, complete","2021","172213.5",""
"Italy","2020","Total","Male","Foggia","City proper","Estimate - de jure","Final figure, complete","2021","72489",""
"Italy","2020","Total","Male","Forli","City proper","Estimate - de jure","Final figure, complete","2021","57089",""
"Italy","2020","Total","Male","Genova","City proper","Estimate - de jure","Final figure, complete","2021","268455.5",""
"Italy","2020","Total","Male","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2021","59620.5",""
"Italy","2020","Total","Male","Latina","City proper","Estimate - de jure","Final figure, complete","2021","62137",""
"Italy","2020","Total","Male","Livorno","City proper","Estimate - de jure","Final figure, complete","2021","75048",""
"Italy","2020","Total","Male","Messina","City proper","Estimate - de jure","Final figure, complete","2021","107623.5",""
"Italy","2020","Total","Male","Milano","City proper","Estimate - de jure","Final figure, complete","2021","669592",""
"Italy","2020","Total","Male","Modena","City proper","Estimate - de jure","Final figure, complete","2021","90445.5",""
"Italy","2020","Total","Male","Monza","City proper","Estimate - de jure","Final figure, complete","2021","59423",""
"Italy","2020","Total","Male","Napoli","City proper","Estimate - de jure","Final figure, complete","2021","447281.5",""
"Italy","2020","Total","Male","Novara","City proper","Estimate - de jure","Final figure, complete","2021","49716",""
"Italy","2020","Total","Male","Padova","City proper","Estimate - de jure","Final figure, complete","2021","99560.5",""
"Italy","2020","Total","Male","Palermo","City proper","Estimate - de jure","Final figure, complete","2021","306439",""
"Italy","2020","Total","Male","Parma","City proper","Estimate - de jure","Final figure, complete","2021","95593",""
"Italy","2020","Total","Male","Perugia","City proper","Estimate - de jure","Final figure, complete","2021","79016",""
"Italy","2020","Total","Male","Pescara","City proper","Estimate - de jure","Final figure, complete","2021","56176.5",""
"Italy","2020","Total","Male","Piacenza","City proper","Estimate - de jure","Final figure, complete","2021","49763.5",""
"Italy","2020","Total","Male","Prato","City proper","Estimate - de jure","Final figure, complete","2021","96514",""
"Italy","2020","Total","Male","Ravenna","City proper","Estimate - de jure","Final figure, complete","2021","76271.5",""
"Italy","2020","Total","Male","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2021","83159",""
"Italy","2020","Total","Male","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2021","83591",""
"Italy","2020","Total","Male","Rimini","City proper","Estimate - de jure","Final figure, complete","2021","71957.5",""
"Italy","2020","Total","Male","ROMA","City proper","Estimate - de jure","Final figure, complete","2021","1319911.5",""
"Italy","2020","Total","Male","Salerno","City proper","Estimate - de jure","Final figure, complete","2021","61035.5",""
"Italy","2020","Total","Male","Sassari","City proper","Estimate - de jure","Final figure, complete","2021","59555.5",""
"Italy","2020","Total","Male","Siracusa","City proper","Estimate - de jure","Final figure, complete","2021","57742",""
"Italy","2020","Total","Male","Taranto","City proper","Estimate - de jure","Final figure, complete","2021","91199",""
"Italy","2020","Total","Male","Terni","City proper","Estimate - de jure","Final figure, complete","2021","51678",""
"Italy","2020","Total","Male","Torino","City proper","Estimate - de jure","Final figure, complete","2021","409773.5",""
"Italy","2020","Total","Male","Trento","City proper","Estimate - de jure","Final figure, complete","2021","57781",""
"Italy","2020","Total","Male","Trieste","City proper","Estimate - de jure","Final figure, complete","2021","96442",""
"Italy","2020","Total","Male","Venezia","City proper","Estimate - de jure","Final figure, complete","2021","122907.5",""
"Italy","2020","Total","Male","Verona","City proper","Estimate - de jure","Final figure, complete","2021","123011",""
"Italy","2020","Total","Male","Vicenza","City proper","Estimate - de jure","Final figure, complete","2021","52746.5",""
"Italy","2020","Total","Female","Bari","City proper","Estimate - de jure","Final figure, complete","2021","164370",""
"Italy","2020","Total","Female","Bergamo","City proper","Estimate - de jure","Final figure, complete","2021","63397.5",""
"Italy","2020","Total","Female","Bologna","City proper","Estimate - de jure","Final figure, complete","2021","207123.5",""
"Italy","2020","Total","Female","Bolzano","City proper","Estimate - de jure","Final figure, complete","2021","55815",""
"Italy","2020","Total","Female","Brescia","City proper","Estimate - de jure","Final figure, complete","2021","102802",""
"Italy","2020","Total","Female","Cagliari","City proper","Estimate - de jure","Final figure, complete","2021","80401.5",""
"Italy","2020","Total","Female","Catania","City proper","Estimate - de jure","Final figure, complete","2021","155378.5",""
"Italy","2020","Total","Female","Ferrara","City proper","Estimate - de jure","Final figure, complete","2021","69656.5",""
"Italy","2020","Total","Female","Firenze","City proper","Estimate - de jure","Final figure, complete","2021","195459.5",""
"Italy","2020","Total","Female","Foggia","City proper","Estimate - de jure","Final figure, complete","2021","76081",""
"Italy","2020","Total","Female","Forli","City proper","Estimate - de jure","Final figure, complete","2021","60760.5",""
"Italy","2020","Total","Female","Genova","City proper","Estimate - de jure","Final figure, complete","2021","297625.5",""
"Italy","2020","Total","Female","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2021","60849.5",""
"Italy","2020","Total","Female","Latina","City proper","Estimate - de jure","Final figure, complete","2021","65161.5",""
"Italy","2020","Total","Female","Livorno","City proper","Estimate - de jure","Final figure, complete","2021","81145.5",""
"Italy","2020","Total","Female","Messina","City proper","Estimate - de jure","Final figure, complete","2021","117253",""
"Italy","2020","Total","Female","Milano","City proper","Estimate - de jure","Final figure, complete","2021","720820",""
"Italy","2020","Total","Female","Modena","City proper","Estimate - de jure","Final figure, complete","2021","97268",""
"Italy","2020","Total","Female","Monza","City proper","Estimate - de jure","Final figure, complete","2021","64258",""
"Italy","2020","Total","Female","Napoli","City proper","Estimate - de jure","Final figure, complete","2021","488190.5",""
"Italy","2020","Total","Female","Novara","City proper","Estimate - de jure","Final figure, complete","2021","53040",""
"Italy","2020","Total","Female","Padova","City proper","Estimate - de jure","Final figure, complete","2021","110343",""
"Italy","2020","Total","Female","Palermo","City proper","Estimate - de jure","Final figure, complete","2021","336214.5",""
"Italy","2020","Total","Female","Parma","City proper","Estimate - de jure","Final figure, complete","2021","102633.5",""
"Italy","2020","Total","Female","Perugia","City proper","Estimate - de jure","Final figure, complete","2021","85784.5",""
"Italy","2020","Total","Female","Pescara","City proper","Estimate - de jure","Final figure, complete","2021","63137.5",""
"Italy","2020","Total","Female","Piacenza","City proper","Estimate - de jure","Final figure, complete","2021","53732",""
"Italy","2020","Total","Female","Prato","City proper","Estimate - de jure","Final figure, complete","2021","101302.5",""
"Italy","2020","Total","Female","Ravenna","City proper","Estimate - de jure","Final figure, complete","2021","81083.5",""
"Italy","2020","Total","Female","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2021","90796.5",""
"Italy","2020","Total","Female","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2021","87251.5",""
"Italy","2020","Total","Female","Rimini","City proper","Estimate - de jure","Final figure, complete","2021","77830",""
"Italy","2020","Total","Female","ROMA","City proper","Estimate - de jure","Final figure, complete","2021","1469348",""
"Italy","2020","Total","Female","Salerno","City proper","Estimate - de jure","Final figure, complete","2021","69345.5",""
"Italy","2020","Total","Female","Sassari","City proper","Estimate - de jure","Final figure, complete","2021","64334",""
"Italy","2020","Total","Female","Siracusa","City proper","Estimate - de jure","Final figure, complete","2021","60312.5",""
"Italy","2020","Total","Female","Taranto","City proper","Estimate - de jure","Final figure, complete","2021","99684.5",""
"Italy","2020","Total","Female","Terni","City proper","Estimate - de jure","Final figure, complete","2021","57314.5",""
"Italy","2020","Total","Female","Torino","City proper","Estimate - de jure","Final figure, complete","2021","448284",""
"Italy","2020","Total","Female","Trento","City proper","Estimate - de jure","Final figure, complete","2021","61979",""
"Italy","2020","Total","Female","Trieste","City proper","Estimate - de jure","Final figure, complete","2021","104669",""
"Italy","2020","Total","Female","Venezia","City proper","Estimate - de jure","Final figure, complete","2021","134476.5",""
"Italy","2020","Total","Female","Verona","City proper","Estimate - de jure","Final figure, complete","2021","135548",""
"Italy","2020","Total","Female","Vicenza","City proper","Estimate - de jure","Final figure, complete","2021","57737.5",""
"Italy","2018","Total","Both Sexes","Ancona","City proper","Estimate - de jure","Final figure, complete","2020","100115.5",""
"Italy","2018","Total","Both Sexes","Bari","City proper","Estimate - de jure","Final figure, complete","2020","319930.5",""
"Italy","2018","Total","Both Sexes","Bergamo","City proper","Estimate - de jure","Final figure, complete","2020","120746",""
"Italy","2018","Total","Both Sexes","Bologna","City proper","Estimate - de jure","Final figure, complete","2020","391254.5",""
"Italy","2018","Total","Both Sexes","Bolzano","City proper","Estimate - de jure","Final figure, complete","2020","107456",""
"Italy","2018","Total","Both Sexes","Brescia","City proper","Estimate - de jure","Final figure, complete","2020","196439.5",""
"Italy","2018","Total","Both Sexes","Cagliari","City proper","Estimate - de jure","Final figure, complete","2020","152805",""
"Italy","2018","Total","Both Sexes","Catania","City proper","Estimate - de jure","Final figure, complete","2020","304686",""
"Italy","2018","Total","Both Sexes","Ferrara","City proper","Estimate - de jure","Final figure, complete","2020","132604.5",""
"Italy","2018","Total","Both Sexes","Firenze","City proper","Estimate - de jure","Final figure, complete","2020","375416.5",""
"Italy","2018","Total","Both Sexes","Foggia","City proper","Estimate - de jure","Final figure, complete","2020","151012",""
"Italy","2018","Total","Both Sexes","Forli","City proper","Estimate - de jure","Final figure, complete","2020","118111.5",""
"Italy","2018","Total","Both Sexes","Genova","City proper","Estimate - de jure","Final figure, complete","2020","574640.5",""
"Italy","2018","Total","Both Sexes","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2020","121376.5",""
"Italy","2018","Total","Both Sexes","Latina","City proper","Estimate - de jure","Final figure, complete","2020","126711",""
"Italy","2018","Total","Both Sexes","Livorno","City proper","Estimate - de jure","Final figure, complete","2020","157914",""
"Italy","2018","Total","Both Sexes","Messina","City proper","Estimate - de jure","Final figure, complete","2020","231786.5",""
"Italy","2018","Total","Both Sexes","Milano","City proper","Estimate - de jure","Final figure, complete","2020","1381080",""
"Italy","2018","Total","Both Sexes","Modena","City proper","Estimate - de jure","Final figure, complete","2020","187144.5",""
"Italy","2018","Total","Both Sexes","Monza","City proper","Estimate - de jure","Final figure, complete","2020","124028.5",""
"Italy","2018","Total","Both Sexes","Napoli","City proper","Estimate - de jure","Final figure, complete","2020","960231",""
"Italy","2018","Total","Both Sexes","Novara","City proper","Estimate - de jure","Final figure, complete","2020","103730.5",""
"Italy","2018","Total","Both Sexes","Padova","City proper","Estimate - de jure","Final figure, complete","2020","210217.5",""
"Italy","2018","Total","Both Sexes","Palermo","City proper","Estimate - de jure","Final figure, complete","2020","660562.5",""
"Italy","2018","Total","Both Sexes","Parma","City proper","Estimate - de jure","Final figure, complete","2020","197146.5",""
"Italy","2018","Total","Both Sexes","Perugia","City proper","Estimate - de jure","Final figure, complete","2020","165225.5",""
"Italy","2018","Total","Both Sexes","Pescara","City proper","Estimate - de jure","Final figure, complete","2020","119840",""
"Italy","2018","Total","Both Sexes","Piacenza","City proper","Estimate - de jure","Final figure, complete","2020","103493",""
"Italy","2018","Total","Both Sexes","Prato","City proper","Estimate - de jure","Final figure, complete","2020","193524",""
"Italy","2018","Total","Both Sexes","Ravenna","City proper","Estimate - de jure","Final figure, complete","2020","159019",""
"Italy","2018","Total","Both Sexes","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2020","178873",""
"Italy","2018","Total","Both Sexes","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2020","171415.5",""
"Italy","2018","Total","Both Sexes","Rimini","City proper","Estimate - de jure","Final figure, complete","2020","149192",""
"Italy","2018","Total","Both Sexes","ROMA","City proper","Estimate - de jure","Final figure, complete","2020","2846509.5",""
"Italy","2018","Total","Both Sexes","Salerno","City proper","Estimate - de jure","Final figure, complete","2020","133167",""
"Italy","2018","Total","Both Sexes","Sassari","City proper","Estimate - de jure","Final figure, complete","2020","126383.5",""
"Italy","2018","Total","Both Sexes","Siracusa","City proper","Estimate - de jure","Final figure, complete","2020","120657.5",""
"Italy","2018","Total","Both Sexes","Taranto","City proper","Estimate - de jure","Final figure, complete","2020","195529",""
"Italy","2018","Total","Both Sexes","Terni","City proper","Estimate - de jure","Final figure, complete","2020","110871.5",""
"Italy","2018","Total","Both Sexes","Torino","City proper","Estimate - de jure","Final figure, complete","2020","871658",""
"Italy","2018","Total","Both Sexes","Trento","City proper","Estimate - de jure","Final figure, complete","2020","118806.5",""
"Italy","2018","Total","Both Sexes","Trieste","City proper","Estimate - de jure","Final figure, complete","2020","203344.5",""
"Italy","2018","Total","Both Sexes","Venezia","City proper","Estimate - de jure","Final figure, complete","2020","260641",""
"Italy","2018","Total","Both Sexes","Verona","City proper","Estimate - de jure","Final figure, complete","2020","257929.5",""
"Italy","2018","Total","Both Sexes","Vicenza","City proper","Estimate - de jure","Final figure, complete","2020","110728.5",""
"Italy","2018","Total","Male","Ancona","City proper","Estimate - de jure","Final figure, complete","2020","47986.5",""
"Italy","2018","Total","Male","Bari","City proper","Estimate - de jure","Final figure, complete","2020","153776",""
"Italy","2018","Total","Male","Bergamo","City proper","Estimate - de jure","Final figure, complete","2020","57102",""
"Italy","2018","Total","Male","Bologna","City proper","Estimate - de jure","Final figure, complete","2020","184842.5",""
"Italy","2018","Total","Male","Bolzano","City proper","Estimate - de jure","Final figure, complete","2020","51591.5",""
"Italy","2018","Total","Male","Brescia","City proper","Estimate - de jure","Final figure, complete","2020","93152.5",""
"Italy","2018","Total","Male","Cagliari","City proper","Estimate - de jure","Final figure, complete","2020","71363.5",""
"Italy","2018","Total","Male","Catania","City proper","Estimate - de jure","Final figure, complete","2020","146414.5",""
"Italy","2018","Total","Male","Ferrara","City proper","Estimate - de jure","Final figure, complete","2020","62562.5",""
"Italy","2018","Total","Male","Firenze","City proper","Estimate - de jure","Final figure, complete","2020","176131",""
"Italy","2018","Total","Male","Foggia","City proper","Estimate - de jure","Final figure, complete","2020","73242.5",""
"Italy","2018","Total","Male","Forli","City proper","Estimate - de jure","Final figure, complete","2020","56958.5",""
"Italy","2018","Total","Male","Genova","City proper","Estimate - de jure","Final figure, complete","2020","271551",""
"Italy","2018","Total","Male","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2020","60167",""
"Italy","2018","Total","Male","Latina","City proper","Estimate - de jure","Final figure, complete","2020","61753",""
"Italy","2018","Total","Male","Livorno","City proper","Estimate - de jure","Final figure, complete","2020","75784.5",""
"Italy","2018","Total","Male","Messina","City proper","Estimate - de jure","Final figure, complete","2020","111077",""
"Italy","2018","Total","Male","Milano","City proper","Estimate - de jure","Final figure, complete","2020","662924.5",""
"Italy","2018","Total","Male","Modena","City proper","Estimate - de jure","Final figure, complete","2020","89817",""
"Italy","2018","Total","Male","Monza","City proper","Estimate - de jure","Final figure, complete","2020","59510",""
"Italy","2018","Total","Male","Napoli","City proper","Estimate - de jure","Final figure, complete","2020","459428",""
"Italy","2018","Total","Male","Novara","City proper","Estimate - de jure","Final figure, complete","2020","50068.5",""
"Italy","2018","Total","Male","Padova","City proper","Estimate - de jure","Final figure, complete","2020","99211",""
"Italy","2018","Total","Male","Palermo","City proper","Estimate - de jure","Final figure, complete","2020","315508.5",""
"Italy","2018","Total","Male","Parma","City proper","Estimate - de jure","Final figure, complete","2020","94568",""
"Italy","2018","Total","Male","Perugia","City proper","Estimate - de jure","Final figure, complete","2020","79123.5",""
"Italy","2018","Total","Male","Pescara","City proper","Estimate - de jure","Final figure, complete","2020","56243",""
"Italy","2018","Total","Male","Piacenza","City proper","Estimate - de jure","Final figure, complete","2020","49482.5",""
"Italy","2018","Total","Male","Prato","City proper","Estimate - de jure","Final figure, complete","2020","93861.5",""
"Italy","2018","Total","Male","Ravenna","City proper","Estimate - de jure","Final figure, complete","2020","77148.5",""
"Italy","2018","Total","Male","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2020","85713.5",""
"Italy","2018","Total","Male","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2020","83600.5",""
"Italy","2018","Total","Male","Rimini","City proper","Estimate - de jure","Final figure, complete","2020","71564.5",""
"Italy","2018","Total","Male","ROMA","City proper","Estimate - de jure","Final figure, complete","2020","1348803.5",""
"Italy","2018","Total","Male","Salerno","City proper","Estimate - de jure","Final figure, complete","2020","62264.5",""
"Italy","2018","Total","Male","Sassari","City proper","Estimate - de jure","Final figure, complete","2020","60868.5",""
"Italy","2018","Total","Male","Siracusa","City proper","Estimate - de jure","Final figure, complete","2020","59073",""
"Italy","2018","Total","Male","Taranto","City proper","Estimate - de jure","Final figure, complete","2020","93350",""
"Italy","2018","Total","Male","Terni","City proper","Estimate - de jure","Final figure, complete","2020","52333",""
"Italy","2018","Total","Male","Torino","City proper","Estimate - de jure","Final figure, complete","2020","415839.5",""
"Italy","2018","Total","Male","Trento","City proper","Estimate - de jure","Final figure, complete","2020","57177",""
"Italy","2018","Total","Male","Trieste","City proper","Estimate - de jure","Final figure, complete","2020","97334.5",""
"Italy","2018","Total","Male","Venezia","City proper","Estimate - de jure","Final figure, complete","2020","123975.5",""
"Italy","2018","Total","Male","Verona","City proper","Estimate - de jure","Final figure, complete","2020","122176.5",""
"Italy","2018","Total","Male","Vicenza","City proper","Estimate - de jure","Final figure, complete","2020","52485",""
"Italy","2018","Total","Female","Ancona","City proper","Estimate - de jure","Final figure, complete","2020","52129",""
"Italy","2018","Total","Female","Bari","City proper","Estimate - de jure","Final figure, complete","2020","166154.5",""
"Italy","2018","Total","Female","Bergamo","City proper","Estimate - de jure","Final figure, complete","2020","63644",""
"Italy","2018","Total","Female","Bologna","City proper","Estimate - de jure","Final figure, complete","2020","206412",""
"Italy","2018","Total","Female","Bolzano","City proper","Estimate - de jure","Final figure, complete","2020","55864.5",""
"Italy","2018","Total","Female","Brescia","City proper","Estimate - de jure","Final figure, complete","2020","103287",""
"Italy","2018","Total","Female","Cagliari","City proper","Estimate - de jure","Final figure, complete","2020","81441.5",""
"Italy","2018","Total","Female","Catania","City proper","Estimate - de jure","Final figure, complete","2020","158271.5",""
"Italy","2018","Total","Female","Ferrara","City proper","Estimate - de jure","Final figure, complete","2020","70042",""
"Italy","2018","Total","Female","Firenze","City proper","Estimate - de jure","Final figure, complete","2020","199285.5",""
"Italy","2018","Total","Female","Foggia","City proper","Estimate - de jure","Final figure, complete","2020","77769.5",""
"Italy","2018","Total","Female","Forli","City proper","Estimate - de jure","Final figure, complete","2020","61153",""
"Italy","2018","Total","Female","Genova","City proper","Estimate - de jure","Final figure, complete","2020","303089.5",""
"Italy","2018","Total","Female","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2020","61209.5",""
"Italy","2018","Total","Female","Latina","City proper","Estimate - de jure","Final figure, complete","2020","64958",""
"Italy","2018","Total","Female","Livorno","City proper","Estimate - de jure","Final figure, complete","2020","82129.5",""
"Italy","2018","Total","Female","Messina","City proper","Estimate - de jure","Final figure, complete","2020","120709.5",""
"Italy","2018","Total","Female","Milano","City proper","Estimate - de jure","Final figure, complete","2020","718155.5",""
"Italy","2018","Total","Female","Modena","City proper","Estimate - de jure","Final figure, complete","2020","97327.5",""
"Italy","2018","Total","Female","Monza","City proper","Estimate - de jure","Final figure, complete","2020","64518.5",""
"Italy","2018","Total","Female","Napoli","City proper","Estimate - de jure","Final figure, complete","2020","500803",""
"Italy","2018","Total","Female","Novara","City proper","Estimate - de jure","Final figure, complete","2020","53662",""
"Italy","2018","Total","Female","Padova","City proper","Estimate - de jure","Final figure, complete","2020","111006.5",""
"Italy","2018","Total","Female","Palermo","City proper","Estimate - de jure","Final figure, complete","2020","345054",""
"Italy","2018","Total","Female","Parma","City proper","Estimate - de jure","Final figure, complete","2020","102578.5",""
"Italy","2018","Total","Female","Perugia","City proper","Estimate - de jure","Final figure, complete","2020","86102",""
"Italy","2018","Total","Female","Pescara","City proper","Estimate - de jure","Final figure, complete","2020","63597",""
"Italy","2018","Total","Female","Piacenza","City proper","Estimate - de jure","Final figure, complete","2020","54010.5",""
"Italy","2018","Total","Female","Prato","City proper","Estimate - de jure","Final figure, complete","2020","99662.5",""
"Italy","2018","Total","Female","Ravenna","City proper","Estimate - de jure","Final figure, complete","2020","81870.5",""
"Italy","2018","Total","Female","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2020","93159.5",""
"Italy","2018","Total","Female","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2020","87815",""
"Italy","2018","Total","Female","Rimini","City proper","Estimate - de jure","Final figure, complete","2020","77627.5",""
"Italy","2018","Total","Female","ROMA","City proper","Estimate - de jure","Final figure, complete","2020","1497706",""
"Italy","2018","Total","Female","Salerno","City proper","Estimate - de jure","Final figure, complete","2020","70902.5",""
"Italy","2018","Total","Female","Sassari","City proper","Estimate - de jure","Final figure, complete","2020","65515",""
"Italy","2018","Total","Female","Siracusa","City proper","Estimate - de jure","Final figure, complete","2020","61584.5",""
"Italy","2018","Total","Female","Taranto","City proper","Estimate - de jure","Final figure, complete","2020","102179",""
"Italy","2018","Total","Female","Terni","City proper","Estimate - de jure","Final figure, complete","2020","58538.5",""
"Italy","2018","Total","Female","Torino","City proper","Estimate - de jure","Final figure, complete","2020","455818.5",""
"Italy","2018","Total","Female","Trento","City proper","Estimate - de jure","Final figure, complete","2020","61629.5",""
"Italy","2018","Total","Female","Trieste","City proper","Estimate - de jure","Final figure, complete","2020","106010",""
"Italy","2018","Total","Female","Venezia","City proper","Estimate - de jure","Final figure, complete","2020","136665.5",""
"Italy","2018","Total","Female","Verona","City proper","Estimate - de jure","Final figure, complete","2020","135753",""
"Italy","2018","Total","Female","Vicenza","City proper","Estimate - de jure","Final figure, complete","2020","58243.5",""
"Italy","2017","Total","Both Sexes","Ancona","City proper","Estimate - de jure","Final figure, complete","2018","100810",""
"Italy","2017","Total","Both Sexes","Bari","City proper","Estimate - de jure","Final figure, complete","2018","323784",""
"Italy","2017","Total","Both Sexes","Bergamo","City proper","Estimate - de jure","Final figure, complete","2018","120605",""
"Italy","2017","Total","Both Sexes","Bologna","City proper","Estimate - de jure","Final figure, complete","2018","388814",""
"Italy","2017","Total","Both Sexes","Bolzano","City proper","Estimate - de jure","Final figure, complete","2018","107134",""
"Italy","2017","Total","Both Sexes","Brescia","City proper","Estimate - de jure","Final figure, complete","2018","196707.5",""
"Italy","2017","Total","Both Sexes","Cagliari","City proper","Estimate - de jure","Final figure, complete","2018","154094.5",""
"Italy","2017","Total","Both Sexes","Catania","City proper","Estimate - de jure","Final figure, complete","2018","312508",""
"Italy","2017","Total","Both Sexes","Ferrara","City proper","Estimate - de jure","Final figure, complete","2018","132143.5",""
"Italy","2017","Total","Both Sexes","Firenze","City proper","Estimate - de jure","Final figure, complete","2018","381603",""
"Italy","2017","Total","Both Sexes","Foggia","City proper","Estimate - de jure","Final figure, complete","2018","151549",""
"Italy","2017","Total","Both Sexes","Forli","City proper","Estimate - de jure","Final figure, complete","2018","117904.5",""
"Italy","2017","Total","Both Sexes","Genova","City proper","Estimate - de jure","Final figure, complete","2018","581849",""
"Italy","2017","Total","Both Sexes","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2018","124100",""
"Italy","2017","Total","Both Sexes","Latina","City proper","Estimate - de jure","Final figure, complete","2018","126310.5",""
"Italy","2017","Total","Both Sexes","Livorno","City proper","Estimate - de jure","Final figure, complete","2018","158643.5",""
"Italy","2017","Total","Both Sexes","Messina","City proper","Estimate - de jure","Final figure, complete","2018","235627.5",""
"Italy","2017","Total","Both Sexes","Milano","City proper","Estimate - de jure","Final figure, complete","2018","1358871",""
