Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30603","Himberg, Alter Markt","SPO.03.0603.5038.5.1","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","15.458","ug/m3","99.18","1","Background","Suburban","16.4311","48.0857","172.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.03.0603.5038.5.1.parquet","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30101","Amstetten","SPO.03.0101.4885.5.1","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","15.813","ug/m3","100.00","1","Background","Suburban","14.8788","48.1199","270.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.03.0101.4885.5.1.parquet","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2SP18","Spittal a. d. Drau Oktoberstraße","SPO.02.SP18.56350.5.1","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","14.574","ug/m3","99.45","1","Background","Suburban","13.4939","46.8014","560.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.02.SP18.56350.5.1.parquet","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT31301","Mistelbach Steinhübel","SPO.03.1301.4888.5.1","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","15.104","ug/m3","99.45","1","Background","Rural","16.5788","48.5783","250.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.03.1301.4888.5.1.parquet","hour"
"Austria","NET.01","Amt der Burgenländischen Landesregierung","AT11007","Lutzmannsburg","SPO.01.1007.67202.5.1","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","18.185","ug/m3","97.26","1","Background","Rural","16.6472","47.4653","205.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.01.1007.67202.5.1.parquet","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2WO25","St. Andrä i. L. Volksschule","SPO.02.WO25.56348.5.1","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","17.765","ug/m3","96.44","1","Background","Suburban","14.8222","46.7639","430.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.02.WO25.56348.5.1.parquet","hour"
"Austria","NET.01","Amt der Burgenländischen Landesregierung","AT10001","Eisenstadt Laschoberstraße","SPO.01.0001.3902.5.1","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","14.659","ug/m3","99.18","1","Background","Suburban","16.5262","47.8401","165.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.01.0001.3902.5.1.parquet","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2WO35","St. Georgen im Lavanttal - Herzogberg","SPO.02.WO35.1613.9.1","NOX as NO2","Nitrogen oxides (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","9.599","ug/m3","91.23","1","Background","Rural","14.8917","46.7083","540.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.02.WO35.1613.9.1.parquet","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30065","Purkersdorf, Tullnerbachstraße","SPO.03.0065.5085.38.1","NO","Nitrogen monoxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","5.672","ug/m3","99.73","1","Background","Suburban","16.1434","48.1955","260.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.03.0065.5085.38.1.parquet","hour"
"Austria","NET.01","Amt der Burgenländischen Landesregierung","AT10001","Eisenstadt Laschoberstraße","SPO.01.0001.3812.10.1","CO","Carbon monoxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2017","0.258","mg/m3","100.00","1","Background","Suburban","16.5262","47.8401","165.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/AT/SPO.01.0001.3812.10.1.parquet","hour"
