openaq_id,date,Year,Month,PM2_5,PM2_5_lag1,PM2_5_lag2,PM2_5_lag3,PM2_5_roll3_mean,PM2_5_roll3_std,PM10_lag1,NO2_lag1,O3_lag1,Temp_Mean_lag1,Wind_Speed_lag1,Precipitation_lag1,month_num,month_sin,month_cos,Green_Ratio,Latitude,Longitude
IT0594A,2025-09-01,2025,9,16.9,8.67,7.47,8.55,8.23,0.6609084656750993,17.1,32.4,,23.848387096774193,5.122580645161291,289.5,9,-1.0,-1.8369701987210297e-16,0.4874106108838972,45.5408,10.2236
IT0594A,2025-10-01,2025,10,18.7,16.9,8.67,7.47,11.013333333333334,5.133189391921393,25.7,38.0,,19.483333333333334,4.7,188.9,10,-0.8660254037844386,0.5000000000000001,0.4874106108838972,45.5408,10.2236
IT0594A,2025-11-01,2025,11,19.7,18.7,16.9,8.67,14.756666666666666,5.347488507078279,26.4,41.0,,14.167741935483871,4.04516129032258,50.8,11,-0.5000000000000004,0.8660254037844384,0.4874106108838972,45.5408,10.2236
IT0692A,2024-03-01,2024,3,7.72,9.32,24.5,34.8,22.873333333333335,12.817649290464075,16.3,16.7,,8.23793103448276,7.872413793103449,118.8,3,1.0,6.123233995736766e-17,0.8297050050220529,45.1017,8.9056
IT0692A,2024-04-01,2024,4,8.65,7.72,9.32,24.5,13.846666666666666,9.260676721132986,15.1,12.0,,10.1,8.758064516129032,191.1,4,0.8660254037844387,-0.49999999999999983,0.8297050050220529,45.1017,8.9056
IT0692A,2024-05-01,2024,5,12.4,8.65,7.72,9.32,8.563333333333334,0.8035131195783377,14.5,9.81,,13.053333333333336,9.416666666666666,68.6,5,0.49999999999999994,-0.8660254037844387,0.8297050050220529,45.1017,8.9056
IT0692A,2024-06-01,2024,6,13.8,12.4,8.65,7.72,9.590000000000002,2.477559282842926,21.5,9.39,,16.551612903225806,7.074193548387097,205.7,6,1.2246467991473532e-16,-1.0,0.8297050050220529,45.1017,8.9056
IT0692A,2024-07-01,2024,7,16.3,13.8,12.4,8.65,11.616666666666667,2.6628618689925383,25.4,10.7,,20.61,8.18,187.6,7,-0.4999999999999998,-0.8660254037844388,0.8297050050220529,45.1017,8.9056
IT0692A,2024-08-01,2024,8,13.1,16.3,13.8,12.4,14.166666666666666,1.9756855350319202,28.0,11.4,,25.093548387096774,7.106451612903226,20.8,8,-0.8660254037844384,-0.5000000000000004,0.8297050050220529,45.1017,8.9056
IT0692A,2024-09-01,2024,9,17.9,13.1,16.3,13.8,14.4,1.6822603841263768,20.9,13.5,,26.103225806451615,6.241935483870968,52.4,9,-1.0,-1.8369701987210297e-16,0.8297050050220529,45.1017,8.9056
IT0692A,2024-10-01,2024,10,36.5,17.9,13.1,16.3,15.766666666666666,2.4440403706433163,24.5,19.9,,18.836666666666662,8.226666666666667,91.6,10,-0.8660254037844386,0.5000000000000001,0.8297050050220529,45.1017,8.9056
IT0692A,2024-11-01,2024,11,30.9,36.5,17.9,13.1,22.5,12.359611644384335,44.5,32.4,,15.54516129032258,7.416129032258064,197.9,11,-0.5000000000000004,0.8660254037844384,0.8297050050220529,45.1017,8.9056
IT0692A,2024-12-01,2024,12,17.7,30.9,36.5,17.9,28.433333333333334,9.542187030934473,37.7,36.3,,7.576666666666667,5.24,6.6,12,-2.4492935982947064e-16,1.0,0.8297050050220529,45.1017,8.9056
IT0692A,2025-01-01,2025,1,28.5,17.7,30.9,36.5,28.36666666666667,9.652633492127112,31.8,35.5,,3.435483870967742,5.870967741935484,36.5,1,0.49999999999999994,0.8660254037844387,0.8297050050220529,45.1017,8.9056
IT0692A,2025-02-01,2025,2,13.5,28.5,17.7,30.9,25.7,7.031358332498834,37.0,32.6,,3.864516129032258,5.764516129032258,99.3,2,0.8660254037844386,0.5000000000000001,0.8297050050220529,45.1017,8.9056
IT0692A,2025-08-01,2025,8,10.3,13.5,28.5,17.7,19.900000000000002,7.738216848861299,20.0,23.6,,5.617857142857143,5.778571428571429,67.3,8,-0.8660254037844384,-0.5000000000000004,0.8297050050220529,45.1017,8.9056
IT0692A,2025-09-01,2025,9,17.2,10.3,13.5,28.5,17.433333333333334,9.716652372773982,18.4,16.1,,24.18064516129032,6.464516129032258,174.20000000000002,9,-1.0,-1.8369701987210297e-16,0.8297050050220529,45.1017,8.9056
IT0692A,2025-10-01,2025,10,28.5,17.2,10.3,13.5,13.666666666666666,3.453018003621512,30.4,26.3,,18.99,4.92,101.3,10,-0.8660254037844386,0.5000000000000001,0.8297050050220529,45.1017,8.9056
IT0692A,2025-11-01,2025,11,26.9,28.5,17.2,10.3,18.666666666666668,9.188217092196629,33.2,31.8,,13.44516129032258,5.464516129032258,40.0,11,-0.5000000000000004,0.8660254037844384,0.8297050050220529,45.1017,8.9056
IT0703A,2020-07-01,2020,7,8.31,10.1,7.76,7.51,8.456666666666665,1.4286473789337681,16.0,11.1,63.2,8.106666666666666,3.9366666666666665,195.7,7,-0.4999999999999998,-0.8660254037844388,0.9485747519359676,46.0518,11.4539
IT0703A,2020-08-01,2020,8,9.07,8.31,10.1,7.76,8.723333333333334,1.2235331353642716,14.5,11.4,56.7,11.016129032258064,3.5,126.5,8,-0.8660254037844384,-0.5000000000000004,0.9485747519359676,46.0518,11.4539
IT0703A,2020-09-01,2020,9,12.7,9.07,8.31,10.1,9.16,0.8983874442583181,15.3,15.4,38.0,11.612903225806452,3.454838709677419,231.2,9,-1.0,-1.8369701987210297e-16,0.9485747519359676,46.0518,11.4539
IT0703A,2020-10-01,2020,10,22.5,12.7,9.07,8.31,10.026666666666667,2.346152879361089,19.6,18.8,20.8,7.92,3.2666666666666666,135.1,10,-0.8660254037844386,0.5000000000000001,0.9485747519359676,46.0518,11.4539
IT0703A,2020-11-01,2020,11,22.6,22.5,12.7,9.07,14.756666666666666,6.94720327422009,31.5,26.4,9.04,1.5806451612903225,3.803225806451613,240.9,11,-0.5000000000000004,0.8660254037844384,0.9485747519359676,46.0518,11.4539
IT0703A,2020-12-01,2020,12,31.8,22.6,22.5,12.7,19.266666666666666,5.687119950672253,27.7,28.7,10.6,0.6833333333333333,2.8033333333333332,9.0,12,-2.4492935982947064e-16,1.0,0.9485747519359676,46.0518,11.4539
IT0703A,2021-01-01,2021,1,28.7,31.8,22.6,22.5,25.633333333333336,5.340724045795138,40.7,45.5,12.5,-5.622580645161291,3.487096774193548,334.4,1,0.49999999999999994,0.8660254037844387,0.9485747519359676,46.0518,11.4539
IT0703A,2021-02-01,2021,2,18.5,28.7,31.8,22.6,27.7,4.680811895387493,44.0,31.0,16.7,-8.574193548387097,3.954838709677419,153.7,2,0.8660254037844386,0.5000000000000001,0.9485747519359676,46.0518,11.4539
IT0703A,2021-03-01,2021,3,9.83,18.5,28.7,31.8,26.333333333333332,6.958687615731461,30.0,22.7,48.0,-3.9535714285714287,3.4785714285714286,44.9,3,1.0,6.123233995736766e-17,0.9485747519359676,46.0518,11.4539
IT0703A,2021-04-01,2021,4,5.71,9.83,18.5,28.7,19.01,9.445332180500642,16.5,15.7,67.0,-3.329032258064516,3.929032258064516,14.2,4,0.8660254037844387,-0.49999999999999983,0.9485747519359676,46.0518,11.4539
IT0703A,2021-05-01,2021,5,11.6,5.71,9.83,18.5,11.346666666666666,6.528493955985127,10.3,12.3,64.6,-1.6366666666666667,4.0633333333333335,115.0,5,0.49999999999999994,-0.8660254037844387,0.9485747519359676,46.0518,11.4539
IT0703A,2021-06-01,2021,6,10.2,11.6,5.71,9.83,9.046666666666667,3.0221239771614776,21.2,11.4,76.9,3.032258064516129,4.529032258064516,194.3,6,1.2246467991473532e-16,-1.0,0.9485747519359676,46.0518,11.4539
IT0703A,2021-07-01,2021,7,12.9,10.2,11.6,5.71,9.17,3.0771252818175885,17.0,12.3,63.8,10.576666666666666,3.7666666666666666,127.2,7,-0.4999999999999998,-0.8660254037844388,0.9485747519359676,46.0518,11.4539
IT0703A,2021-08-01,2021,8,10.9,12.9,10.2,11.6,11.566666666666668,1.3503086067023056,11.7,11.1,55.3,11.025806451612905,4.041935483870968,177.5,8,-0.8660254037844384,-0.5000000000000004,0.9485747519359676,46.0518,11.4539
IT0703A,2021-09-01,2021,9,11.5,10.9,12.9,10.2,11.333333333333334,1.4011899704659323,,16.0,46.4,10.0,3.6903225806451614,177.3,9,-1.0,-1.8369701987210297e-16,0.9485747519359676,46.0518,11.4539
IT0703A,2022-04-01,2022,4,11.2,11.5,10.9,12.9,11.766666666666666,1.0263202878898579,24.0,21.1,23.9,7.946666666666667,3.213333333333333,102.6,4,0.8660254037844387,-0.49999999999999983,0.9485747519359676,46.0518,11.4539
IT0703A,2022-05-01,2022,5,11.6,11.2,11.5,10.9,11.200000000000001,0.30000000000164306,18.1,13.6,62.2,0.03,4.06,105.1,5,0.49999999999999994,-0.8660254037844387,0.9485747519359676,46.0518,11.4539
IT0703A,2022-06-01,2022,6,11.8,11.6,11.2,11.5,11.433333333333332,0.20816659994898337,18.7,12.8,69.9,6.916129032258064,3.735483870967742,119.8,6,1.2246467991473532e-16,-1.0,0.9485747519359676,46.0518,11.4539
IT0703A,2022-07-01,2022,7,7.93,11.8,11.6,11.2,11.533333333333333,0.3055050463320048,15.6,13.6,91.5,11.24,4.3100000000000005,113.4,7,-0.4999999999999998,-0.8660254037844388,0.9485747519359676,46.0518,11.4539
IT0703A,2022-08-01,2022,8,6.19,7.93,11.8,11.6,10.443333333333333,2.178906453552864,11.7,12.7,64.9,13.070967741935483,4.119354838709677,50.6,8,-0.8660254037844384,-0.5000000000000004,0.9485747519359676,46.0518,11.4539
IT0703A,2022-09-01,2022,9,12.3,6.19,7.93,11.8,8.639999999999999,2.871602340158015,11.4,13.3,43.4,11.648387096774194,3.52258064516129,102.3,9,-1.0,-1.8369701987210297e-16,0.9485747519359676,46.0518,11.4539
IT0703A,2022-10-01,2022,10,15.4,12.3,6.19,7.93,8.806666666666667,3.1479252426533773,19.5,19.3,19.6,5.989999999999999,3.9,94.9,10,-0.8660254037844386,0.5000000000000001,0.9485747519359676,46.0518,11.4539
IT0703A,2022-11-01,2022,11,23.2,15.4,12.3,6.19,11.296666666666667,4.686260058227064,19.9,24.1,12.7,6.516129032258065,3.203225806451613,36.2,11,-0.5000000000000004,0.8660254037844384,0.9485747519359676,46.0518,11.4539
IT0703A,2022-12-01,2022,12,19.0,23.2,15.4,12.3,16.966666666666665,5.616345193569777,27.4,30.9,7.19,-1.1833333333333331,3.3699999999999997,112.7,12,-2.4492935982947064e-16,1.0,0.9485747519359676,46.0518,11.4539
