openaq_id,date,Year,Month,PM2_5,PM2_5_lag1,PM2_5_lag2,PM2_5_lag3,PM2_5_roll3_mean,PM2_5_roll3_std,PM10_lag1,NO2_lag1,O3_lag1,Temp_Mean_lag1,Wind_Speed_lag1,Precipitation_lag1,month_num,month_sin,month_cos,Green_Ratio,Latitude,Longitude
IT0459A,2021-05-01,2021,5,12.6,9.56,13.9,18.9,14.12,4.6738848937473785,19.8,13.3,66.0,11.49,10.293333333333331,50.4,5,0.49999999999999994,-0.8660254037844387,0.8130590801186771,43.5989,13.3419
IT0459A,2021-06-01,2021,6,10.4,12.6,9.56,13.9,12.019999999999998,2.227375136792173,32.9,15.9,57.9,17.82903225806452,10.693548387096774,36.4,6,1.2246467991473532e-16,-1.0,0.8130590801186771,43.5989,13.3419
IT0459A,2021-07-01,2021,7,8.21,10.4,12.6,9.56,10.853333333333333,1.5698832228332402,27.2,21.9,50.2,24.626666666666665,10.473333333333333,4.8999999999999995,7,-0.4999999999999998,-0.8660254037844388,0.8130590801186771,43.5989,13.3419
IT0459A,2021-08-01,2021,8,13.7,8.21,10.4,12.6,10.403333333333332,2.1950018982527726,13.2,22.2,39.8,25.677419354838708,11.274193548387096,71.8,8,-0.8660254037844384,-0.5000000000000004,0.8130590801186771,43.5989,13.3419
IT0459A,2021-09-01,2021,9,20.4,13.7,8.21,10.4,10.770000000000001,2.763638905501213,25.4,24.2,40.8,25.44838709677419,11.174193548387096,32.199999999999996,9,-1.0,-1.8369701987210297e-16,0.8130590801186771,43.5989,13.3419
IT0459A,2021-10-01,2021,10,24.9,20.4,13.7,8.21,14.103333333333332,6.105000682500641,38.5,16.8,32.8,20.84333333333333,8.596666666666666,43.8,10,-0.8660254037844386,0.5000000000000001,0.8130590801186771,43.5989,13.3419
IT0459A,2021-11-01,2021,11,25.0,24.9,20.4,13.7,19.666666666666664,5.63589685261657,35.6,15.4,20.1,14.470967741935484,10.416129032258064,106.6,11,-0.5000000000000004,0.8660254037844384,0.8130590801186771,43.5989,13.3419
IT0459A,2021-12-01,2021,12,31.7,25.0,24.9,20.4,23.433333333333334,2.6274195198584915,32.1,25.3,17.8,11.693333333333332,10.446666666666664,129.2,12,-2.4492935982947064e-16,1.0,0.8130590801186771,43.5989,13.3419
IT0459A,2022-01-01,2022,1,22.5,31.7,25.0,24.9,27.2,3.8974350539810367,42.5,33.7,18.4,7.490322580645161,11.52258064516129,85.2,1,0.49999999999999994,0.8660254037844387,0.8130590801186771,43.5989,13.3419
IT0459A,2022-02-01,2022,2,28.0,22.5,31.7,25.0,26.400000000000002,4.757099956906534,36.8,32.0,20.3,5.370967741935484,9.874193548387098,43.2,2,0.8660254037844386,0.5000000000000001,0.8130590801186771,43.5989,13.3419
IT0459A,2022-03-01,2022,3,25.4,28.0,22.5,31.7,27.400000000000002,4.6292547996411,42.2,31.1,19.2,7.714285714285714,10.739285714285714,65.3,3,1.0,6.123233995736766e-17,0.8130590801186771,43.5989,13.3419
IT0459A,2022-04-01,2022,4,18.8,25.4,28.0,22.5,25.299999999999997,2.7513632984395415,24.9,20.7,28.4,7.496774193548387,10.15483870967742,34.8,4,0.8660254037844387,-0.49999999999999983,0.8130590801186771,43.5989,13.3419
IT0459A,2022-05-01,2022,5,63.6,18.8,25.4,28.0,24.066666666666663,4.742713709821984,37.8,17.7,51.4,11.843333333333334,11.286666666666669,59.0,5,0.49999999999999994,-0.8660254037844387,0.8130590801186771,43.5989,13.3419
IT0459A,2022-06-01,2022,6,12.5,63.6,18.8,25.4,35.93333333333333,24.186221973126226,35.0,18.5,69.2,19.112903225806452,9.603225806451611,35.6,6,1.2246467991473532e-16,-1.0,0.8130590801186771,43.5989,13.3419
IT0459A,2022-07-01,2022,7,11.5,12.5,63.6,18.8,31.633333333333336,27.86257944507891,30.4,14.3,71.6,24.956666666666667,10.74,32.6,7,-0.4999999999999998,-0.8660254037844388,0.8130590801186771,43.5989,13.3419
IT0459A,2022-08-01,2022,8,9.7,11.5,12.5,63.6,29.2,29.79546945426436,29.5,21.1,66.9,26.76774193548387,9.94516129032258,4.4,8,-0.8660254037844384,-0.5000000000000004,0.8130590801186771,43.5989,13.3419
IT0459A,2022-09-01,2022,9,21.2,9.7,11.5,12.5,11.233333333333334,1.4189197769196047,24.3,22.1,47.4,25.383870967741935,10.390322580645162,40.6,9,-1.0,-1.8369701987210297e-16,0.8130590801186771,43.5989,13.3419
IT0459A,2022-10-01,2022,10,24.3,21.2,9.7,11.5,14.133333333333333,6.185736280616367,39.9,22.5,35.3,19.956666666666667,9.726666666666668,69.0,10,-0.8660254037844386,0.5000000000000001,0.8130590801186771,43.5989,13.3419
