Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"France","NET-FR004A","AIRPARIF","FR04017","NEUILLY-SUR-SEINE","SPO-FR04017_1","SO2","Sulphur dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","1.242","ug/m3","7.12","1","Background","Urban","2.2781","48.8814","36.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04017_1.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04002","GENNEVILLIERS","SPO-FR04002_38","NO","Nitrogen monoxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","2.996","ug/m3","99.45","1","Background","Urban","2.2944","48.9303","28.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04002_38.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04017","NEUILLY-SUR-SEINE","SPO-FR04017_7","O3","Ozone (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","43.475","ug/m3","98.36","1","Background","Urban","2.2781","48.8814","36.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04017_7.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04031","Av Champs Elysees","SPO-FR04031_8","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","28.288","ug/m3","89.04","1","Traffic","Urban","2.3112","48.8688","34.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04031_8.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04018","AUBERVILLIERS","SPO-FR04018_8","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","26.238","ug/m3","94.52","1","Background","Urban","2.3847","48.9039","42.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04018_8.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04023","CERGY-PONTOISE","SPO-FR04023_5","PM10","Particulate matter < 10 µm (aerosol)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","15.517","ug/m3","93.42","1","Background","Urban","2.0431","49.0464","85.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04023_5.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04014","PARIS 12eme","SPO-FR04014_9","NOX as NO2","Nitrogen oxides (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","30.933","ug/m3","96.71","1","Background","Urban","2.3939","48.8372","40.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04014_9.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04024","GONESSE","SPO-FR04024_9","NOX as NO2","Nitrogen oxides (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","20.792","ug/m3","93.97","1","Background","Suburban","2.4447","48.9908","65.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04024_9.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04029","VERSAILLES","SPO-FR04029_8","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","14.896","ug/m3","99.45","1","Background","Suburban","2.1306","48.7992","125.0","Paris (greater city)                                                            ","FR001C1                                           ","9845879","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04029_8.parquet","hour"
"France","NET-FR004A","AIRPARIF","FR04038","Zone Rurale SO","SPO-FR04038_8","NO2","Nitrogen dioxide (air)","P1Y-day-per50","1 year 50 %ile of daily values in a year","2021","6.504","ug/m3","96.99","1","Background","Rural","1.8833","48.5819","152.0","","","","E1a/validated data AQ e-Reporting","19/02/2026 22:59:02","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR04038_8.parquet","hour"
